,index,Pincode,Districtname,StateName
631,17162,144418,JALANDHAR,PUNJAB
632,17191,144419,JALANDHAR,PUNJAB
633,17207,144421,NAWANSHAHR,PUNJAB
634,17229,144422,NAWANSHAHR,PUNJAB
635,17236,144501,NAWANSHAHR,PUNJAB
636,17253,144502,JALANDHAR,PUNJAB
637,17280,144503,NAWANSHAHR,PUNJAB
638,17301,144504,NAWANSHAHR,PUNJAB
639,17315,144505,NAWANSHAHR,PUNJAB
640,17368,144506,NAWANSHAHR,PUNJAB
641,17375,144507,NAWANSHAHR,PUNJAB
642,17389,144508,NAWANSHAHR,PUNJAB
643,17396,144509,NAWANSHAHR,PUNJAB
644,17407,144510,NAWANSHAHR,PUNJAB
645,17422,144511,NAWANSHAHR,PUNJAB
646,17435,144512,NAWANSHAHR,PUNJAB
647,17450,144513,NAWANSHAHR,PUNJAB
648,17464,144514,NAWANSHAHR,PUNJAB
649,17490,144515,NAWANSHAHR,PUNJAB
650,17549,144516,NAWANSHAHR,PUNJAB
651,17580,144517,NAWANSHAHR,PUNJAB
652,17644,144518,NAWANSHAHR,PUNJAB
653,17663,144519,HOSHIARPUR,PUNJAB
654,17682,144520,HOSHIARPUR,PUNJAB
655,17700,144521,NAWANSHAHR,PUNJAB
656,17807,144522,NAWANSHAHR,PUNJAB
657,17886,144523,HOSHIARPUR,PUNJAB
658,17919,144524,NAWANSHAHR,PUNJAB
659,17948,144525,NAWANSHAHR,PUNJAB
660,17995,144526,NAWANSHAHR,PUNJAB
661,18038,144527,HOSHIARPUR,PUNJAB
662,18099,144528,HOSHIARPUR,PUNJAB
663,18136,144529,HOSHIARPUR,PUNJAB
664,18152,144530,HOSHIARPUR,PUNJAB
665,18171,144531,HOSHIARPUR,PUNJAB
666,18184,144532,HOSHIARPUR,PUNJAB
667,18222,144533,NAWANSHAHR,PUNJAB
668,18230,144601,KAPURTHALA,PUNJAB
669,18242,144602,KAPURTHALA,PUNJAB
670,18244,144603,KAPURTHALA,PUNJAB
671,18278,144606,KAPURTHALA,PUNJAB
672,18315,144620,KAPURTHALA,PUNJAB
673,18361,144621,KAPURTHALA,PUNJAB
674,18380,144622,KAPURTHALA,PUNJAB
675,18420,144623,KAPURTHALA,PUNJAB
676,18449,144624,KAPURTHALA,PUNJAB
677,18466,144625,KAPURTHALA,PUNJAB
678,18497,144626,KAPURTHALA,PUNJAB
679,18654,144628,KAPURTHALA,PUNJAB
680,18701,144629,JALANDHAR,PUNJAB
681,18761,144630,JALANDHAR,PUNJAB
682,18781,144631,KAPURTHALA,PUNJAB
683,18789,144632,NAWANSHAHR,PUNJAB
684,18805,144633,JALANDHAR,PUNJAB
685,18809,144701,JALANDHAR,PUNJAB
686,18847,144702,JALANDHAR,PUNJAB
687,18903,144703,JALANDHAR,PUNJAB
688,18934,144801,JALANDHAR,PUNJAB
689,18964,144802,KAPURTHALA,PUNJAB
690,18992,144803,KAPURTHALA,PUNJAB
691,19003,144804,KAPURTHALA,PUNJAB
692,19039,144805,JALANDHAR,PUNJAB
693,19043,144806,KAPURTHALA,PUNJAB
694,19057,144819,KAPURTHALA,PUNJAB
695,19078,145001,Pathankot,PUNJAB
696,19166,145022,GURDASPUR,PUNJAB
697,19232,145023,Pathankot,PUNJAB
698,19312,145024,Pathankot,PUNJAB
699,19325,145025,Pathankot,PUNJAB
700,19395,145026,Pathankot,PUNJAB
701,19443,145027,Pathankot,PUNJAB
702,19479,145029,Pathankot,PUNJAB
703,19486,145101,Pathankot,PUNJAB
704,19520,146001,HOSHIARPUR,PUNJAB
705,19603,146021,HOSHIARPUR,PUNJAB
706,19624,146022,HOSHIARPUR,PUNJAB
707,19649,146023,HOSHIARPUR,PUNJAB
708,19663,146024,HOSHIARPUR,PUNJAB
709,19686,146101,HOSHIARPUR,PUNJAB
710,19715,146102,HOSHIARPUR,PUNJAB
711,19777,146103,HOSHIARPUR,PUNJAB
712,19790,146104,HOSHIARPUR,PUNJAB
713,19815,146105,HOSHIARPUR,PUNJAB
714,19831,146106,HOSHIARPUR,PUNJAB
715,19840,146107,HOSHIARPUR,PUNJAB
716,19846,146108,HOSHIARPUR,PUNJAB
717,19864,146109,HOSHIARPUR,PUNJAB
718,19898,146110,HOSHIARPUR,PUNJAB
719,19920,146111,HOSHIARPUR,PUNJAB
720,19967,146112,HOSHIARPUR,PUNJAB
721,19991,146113,HOSHIARPUR,PUNJAB
722,20045,146114,HOSHIARPUR,PUNJAB
723,20061,146115,HOSHIARPUR,PUNJAB
724,20066,146116,HOSHIARPUR,PUNJAB
725,20084,147001,PATIALA,PUNJAB
726,20106,147002,PATIALA,PUNJAB
727,20119,147003,PATIALA,PUNJAB
728,20125,147004,FATEHGARH SAHIB,PUNJAB
729,20154,147005,PATIALA,PUNJAB
730,20170,147006,FATEHGARH SAHIB,PUNJAB
731,20202,147007,PATIALA,PUNJAB
732,20246,147021,PATIALA,PUNJAB
733,20276,147101,PATIALA,PUNJAB
734,20381,147102,PATIALA,PUNJAB
735,20418,147103,PATIALA,PUNJAB
736,20447,147104,PATIALA,PUNJAB
737,20470,147105,PATIALA,PUNJAB
738,20512,147111,PATIALA,PUNJAB
739,20621,147201,PATIALA,PUNJAB
740,20726,147202,FATEHGARH SAHIB,PUNJAB
741,20793,147203,FATEHGARH SAHIB,PUNJAB
742,20865,147301,FATEHGARH SAHIB,PUNJAB
743,20890,148001,SANGRUR,PUNJAB
744,20910,148002,SANGRUR,PUNJAB
745,20949,148017,SANGRUR,PUNJAB
746,20981,148018,SANGRUR,PUNJAB
747,20996,148019,SANGRUR,PUNJAB
748,21008,148020,SANGRUR,PUNJAB
749,21046,148021,SANGRUR,PUNJAB
750,21066,148022,SANGRUR,PUNJAB
751,21106,148023,SANGRUR,PUNJAB
752,21211,148024,SANGRUR,PUNJAB
753,21245,148025,SANGRUR,PUNJAB
754,21265,148026,SANGRUR,PUNJAB
755,21333,148027,SANGRUR,PUNJAB
756,21356,148028,SANGRUR,PUNJAB
757,21382,148029,SANGRUR,PUNJAB
758,21388,148030,SANGRUR,PUNJAB
759,21410,148031,SANGRUR,PUNJAB
760,21441,148033,SANGRUR,PUNJAB
761,21480,148034,SANGRUR,PUNJAB
762,21503,148035,SANGRUR,PUNJAB
763,21535,148100,BARNALA,PUNJAB
764,21555,148101,BARNALA,PUNJAB
765,21566,148102,BARNALA,PUNJAB
766,21574,148103,BARNALA,PUNJAB
767,21582,148104,BARNALA,PUNJAB
768,21602,148105,BARNALA,PUNJAB
769,21623,148106,SANGRUR,PUNJAB
770,21647,148107,BARNALA,PUNJAB
771,21659,148108,BARNALA,PUNJAB
772,21692,148109,BARNALA,PUNJAB
773,21705,151001,BATHINDA,PUNJAB
774,21709,151002,BATHINDA,PUNJAB
775,21712,151003,BATHINDA,PUNJAB
776,21713,151004,BATHINDA,PUNJAB
777,21714,151005,BATHINDA,PUNJAB
778,21744,151101,BATHINDA,PUNJAB
779,21766,151102,BATHINDA,PUNJAB
780,21784,151103,BATHINDA,PUNJAB
781,21808,151104,BATHINDA,PUNJAB
782,21819,151105,BATHINDA,PUNJAB
783,21822,151106,BATHINDA,PUNJAB
784,21828,151108,BATHINDA,PUNJAB
785,21842,151111,BATHINDA,PUNJAB
786,21850,151201,BATHINDA,PUNJAB
787,21896,151202,MUKTSAR,PUNJAB
788,21923,151203,FARIDKOT,PUNJAB
789,21925,151204,FARIDKOT,PUNJAB
790,21957,151205,FARIDKOT,PUNJAB
791,21973,151206,BATHINDA,PUNJAB
792,21984,151207,MOGA,PUNJAB
793,21997,151208,FARIDKOT,PUNJAB
794,22008,151209,FARIDKOT,PUNJAB
795,22027,151210,MUKTSAR,PUNJAB
796,22043,151211,MUKTSAR,PUNJAB
797,22052,151212,FARIDKOT,PUNJAB
798,22088,151213,FARIDKOT,PUNJAB
799,22148,151301,BATHINDA,PUNJAB
800,22176,151302,BATHINDA,PUNJAB
801,22206,151401,BATHINDA,PUNJAB
802,22238,151501,MANSA,PUNJAB
803,22262,151502,MANSA,PUNJAB
804,22293,151503,MANSA,PUNJAB
805,22322,151504,MANSA,PUNJAB
806,22344,151505,MANSA,PUNJAB
807,22390,151506,MANSA,PUNJAB
808,22425,151507,MANSA,PUNJAB
809,22450,151508,MANSA,PUNJAB
810,22467,151509,BATHINDA,PUNJAB
811,22505,151510,MANSA,PUNJAB
812,22514,152001,FIROZPUR,PUNJAB
813,22517,152002,FIROZPUR,PUNJAB
814,22654,152003,FIROZPUR,PUNJAB
815,22782,152004,FIROZPUR,PUNJAB
816,22837,152005,FIROZPUR,PUNJAB
817,22910,152021,FIROZPUR,PUNJAB
818,23014,152022,Fazilka,PUNJAB
819,23135,152023,FIROZPUR,PUNJAB
820,23236,152024,Fazilka,PUNJAB
821,23453,152025,MUKTSAR,PUNJAB
822,23480,152026,MUKTSAR,PUNJAB
823,23538,152028,FIROZPUR,PUNJAB
824,23566,152031,MUKTSAR,PUNJAB
825,23584,152032,MUKTSAR,PUNJAB
826,23602,152033,Fazilka,PUNJAB
827,23633,152101,MUKTSAR,PUNJAB
828,23654,152107,MUKTSAR,PUNJAB
829,23670,152112,MUKTSAR,PUNJAB
830,23692,152113,MUKTSAR,PUNJAB
831,23715,152114,MUKTSAR,PUNJAB
832,23728,152115,MUKTSAR,PUNJAB
833,23741,152116,Fazilka,PUNJAB
834,23773,152117,Fazilka,PUNJAB
835,23793,152118,Fazilka,PUNJAB
836,23817,152121,Fazilka,PUNJAB
837,23847,152122,Fazilka,PUNJAB
838,23858,152123,Fazilka,PUNJAB
839,24017,152124,Fazilka,PUNJAB
840,24191,152128,Fazilka,PUNJAB
841,24212,152132,Fazilka,PUNJAB
842,24227,160001,CHANDIGARH,CHANDIGARH
843,24230,160002,CHANDIGARH,CHANDIGARH
844,24234,160003,CHANDIGARH,CHANDIGARH
845,24237,160004,CHANDIGARH,CHANDIGARH
846,24238,160009,CHANDIGARH,CHANDIGARH
847,24240,160011,CHANDIGARH,CHANDIGARH
848,24242,160012,CHANDIGARH,CHANDIGARH
849,24244,160014,RUPNAGAR,PUNJAB
850,24259,160015,CHANDIGARH,CHANDIGARH
851,24261,160017,CHANDIGARH,CHANDIGARH
852,24262,160018,CHANDIGARH,CHANDIGARH
853,24264,160019,CHANDIGARH,CHANDIGARH
854,24268,160020,CHANDIGARH,CHANDIGARH
855,24269,160022,CHANDIGARH,CHANDIGARH
856,24273,160023,CHANDIGARH,CHANDIGARH
857,24274,160025,CHANDIGARH,CHANDIGARH
858,24275,160030,CHANDIGARH,CHANDIGARH
859,24278,160036,CHANDIGARH,CHANDIGARH
860,24282,160043,CHANDIGARH,CHANDIGARH
861,24283,160047,CHANDIGARH,CHANDIGARH
862,24287,160055,RUPNAGAR,PUNJAB
863,24300,160059,RUPNAGAR,PUNJAB
864,24302,160062,RUPNAGAR,PUNJAB
865,24306,160071,RUPNAGAR,PUNJAB
866,24308,160101,CHANDIGARH,CHANDIGARH
867,24314,160102,CHANDIGARH,CHANDIGARH
868,24317,160103,RUPNAGAR,PUNJAB
869,24323,160104,PATIALA,PUNJAB
870,24324,171001,SHIMLA,HIMACHAL PRADESH
871,24330,171002,SHIMLA,HIMACHAL PRADESH
872,24334,171003,SHIMLA,HIMACHAL PRADESH
873,24401,171004,SHIMLA,HIMACHAL PRADESH
874,24413,171005,SHIMLA,HIMACHAL PRADESH
875,24446,171006,SHIMLA,HIMACHAL PRADESH
876,24518,171007,SHIMLA,HIMACHAL PRADESH
877,24910,171008,SHIMLA,HIMACHAL PRADESH
878,24911,171009,SHIMLA,HIMACHAL PRADESH
879,24935,171010,SHIMLA,HIMACHAL PRADESH
880,24938,171011,SHIMLA,HIMACHAL PRADESH
881,25136,171012,SHIMLA,HIMACHAL PRADESH
882,25320,171013,SHIMLA,HIMACHAL PRADESH
883,25345,171014,SHIMLA,HIMACHAL PRADESH
884,25543,171018,SHIMLA,HIMACHAL PRADESH
885,25730,171019,SHIMLA,HIMACHAL PRADESH
886,25999,171102,SOLAN,HIMACHAL PRADESH
887,26152,171103,SHIMLA,HIMACHAL PRADESH
888,26363,171201,SHIMLA,HIMACHAL PRADESH
889,26661,171202,SHIMLA,HIMACHAL PRADESH
890,27000,171203,SHIMLA,HIMACHAL PRADESH
891,27086,171204,SHIMLA,HIMACHAL PRADESH
892,27200,171205,SHIMLA,HIMACHAL PRADESH
893,27311,171206,SHIMLA,HIMACHAL PRADESH
894,27486,171207,SHIMLA,HIMACHAL PRADESH
895,27747,171208,SHIMLA,HIMACHAL PRADESH
896,27921,171209,SHIMLA,HIMACHAL PRADESH
897,28213,171210,SHIMLA,HIMACHAL PRADESH
898,28617,171211,SHIMLA,HIMACHAL PRADESH
899,28966,171212,SHIMLA,HIMACHAL PRADESH
900,29220,171213,SHIMLA,HIMACHAL PRADESH
901,29520,171214,SHIMLA,HIMACHAL PRADESH
902,29607,171215,SHIMLA,HIMACHAL PRADESH
903,29622,171216,SHIMLA,HIMACHAL PRADESH
904,29703,171217,SHIMLA,HIMACHAL PRADESH
905,29853,171218,SHIMLA,HIMACHAL PRADESH
906,29945,171219,SHIMLA,HIMACHAL PRADESH
907,30099,171220,SHIMLA,HIMACHAL PRADESH
908,30298,171221,SHIMLA,HIMACHAL PRADESH
909,30323,171222,SHIMLA,HIMACHAL PRADESH
910,30384,171223,SHIMLA,HIMACHAL PRADESH
911,30414,171224,SHIMLA,HIMACHAL PRADESH
912,30454,171225,SHIMLA,HIMACHAL PRADESH
913,30567,171226,SHIMLA,HIMACHAL PRADESH
914,30913,171301,SHIMLA,HIMACHAL PRADESH
915,31012,172001,SHIMLA,HIMACHAL PRADESH
916,31096,172002,KULLU,HIMACHAL PRADESH
917,31113,172021,SHIMLA,HIMACHAL PRADESH
918,31155,172022,SHIMLA,HIMACHAL PRADESH
919,31237,172023,KULLU,HIMACHAL PRADESH
920,31254,172024,SHIMLA,HIMACHAL PRADESH
921,31292,172025,KULLU,HIMACHAL PRADESH
922,31302,172026,KULLU,HIMACHAL PRADESH
923,31333,172027,SHIMLA,HIMACHAL PRADESH
924,31353,172028,SHIMLA,HIMACHAL PRADESH
925,31364,172029,SHIMLA,HIMACHAL PRADESH
926,31385,172030,SHIMLA,HIMACHAL PRADESH
927,31419,172031,SHIMLA,HIMACHAL PRADESH
928,31441,172032,KULLU,HIMACHAL PRADESH
929,31448,172033,KULLU,HIMACHAL PRADESH
930,31454,172034,SHIMLA,HIMACHAL PRADESH
931,31456,172101,KINNAUR,HIMACHAL PRADESH
932,31551,172102,SHIMLA,HIMACHAL PRADESH
933,31590,172103,KINNAUR,HIMACHAL PRADESH
934,31606,172104,KINNAUR,HIMACHAL PRADESH
935,31689,172105,KINNAUR,HIMACHAL PRADESH
936,31733,172106,KINNAUR,HIMACHAL PRADESH
937,31793,172107,KINNAUR,HIMACHAL PRADESH
938,31848,172108,KINNAUR,HIMACHAL PRADESH
939,31877,172109,KINNAUR,HIMACHAL PRADESH
940,31960,172110,KINNAUR,HIMACHAL PRADESH
941,32034,172111,KINNAUR,HIMACHAL PRADESH
942,32133,172112,KINNAUR,HIMACHAL PRADESH
943,32148,172113,LAHUL & SPITI,HIMACHAL PRADESH
944,32210,172114,LAHUL & SPITI,HIMACHAL PRADESH
945,32310,172115,KINNAUR,HIMACHAL PRADESH
946,32335,172116,KINNAUR,HIMACHAL PRADESH
947,32382,172117,LAHUL & SPITI,HIMACHAL PRADESH
948,32439,172118,KINNAUR,HIMACHAL PRADESH
949,32470,172201,SHIMLA,HIMACHAL PRADESH
950,32501,173001,SIRMAUR,HIMACHAL PRADESH
951,32718,173021,SIRMAUR,HIMACHAL PRADESH
952,32728,173022,SIRMAUR,HIMACHAL PRADESH
953,32807,173023,SIRMAUR,HIMACHAL PRADESH
954,32845,173024,SIRMAUR,HIMACHAL PRADESH
955,32997,173025,SIRMAUR,HIMACHAL PRADESH
956,33070,173026,SIRMAUR,HIMACHAL PRADESH
957,33078,173027,SIRMAUR,HIMACHAL PRADESH
958,33120,173029,SIRMAUR,HIMACHAL PRADESH
959,33180,173030,SIRMAUR,HIMACHAL PRADESH
960,33201,173031,SIRMAUR,HIMACHAL PRADESH
961,33203,173032,SIRMAUR,HIMACHAL PRADESH
962,33227,173101,SIRMAUR,HIMACHAL PRADESH
963,33321,173104,SIRMAUR,HIMACHAL PRADESH
964,33363,173201,SOLAN,HIMACHAL PRADESH
965,33369,173202,SOLAN,HIMACHAL PRADESH
966,33371,173204,SOLAN,HIMACHAL PRADESH
967,33378,173205,SOLAN,HIMACHAL PRADESH
968,33474,173206,SOLAN,HIMACHAL PRADESH
969,33568,173207,SOLAN,HIMACHAL PRADESH
970,33691,173208,SOLAN,HIMACHAL PRADESH
971,33798,173209,SOLAN,HIMACHAL PRADESH
972,33909,173210,SOLAN,HIMACHAL PRADESH
973,33911,173211,SOLAN,HIMACHAL PRADESH
974,33968,173212,SOLAN,HIMACHAL PRADESH
975,34067,173213,SOLAN,HIMACHAL PRADESH
976,34094,173214,SOLAN,HIMACHAL PRADESH
977,34124,173215,SOLAN,HIMACHAL PRADESH
978,34176,173217,SOLAN,HIMACHAL PRADESH
979,34253,173218,SOLAN,HIMACHAL PRADESH
980,34313,173220,SOLAN,HIMACHAL PRADESH
981,34364,173221,SOLAN,HIMACHAL PRADESH
982,34515,173222,SOLAN,HIMACHAL PRADESH
983,34540,173223,SOLAN,HIMACHAL PRADESH
984,34642,173225,SOLAN,HIMACHAL PRADESH
985,34691,173229,SOLAN,HIMACHAL PRADESH
986,34857,173230,SOLAN,HIMACHAL PRADESH
987,34858,173233,SOLAN,HIMACHAL PRADESH
988,35032,173234,SOLAN,HIMACHAL PRADESH
989,35100,173235,SOLAN,HIMACHAL PRADESH
990,35178,173236,SOLAN,HIMACHAL PRADESH
991,35281,174001,BILASPUR (HP),HIMACHAL PRADESH
992,35411,174002,BILASPUR (HP),HIMACHAL PRADESH
993,35437,174003,BILASPUR (HP),HIMACHAL PRADESH
994,35479,174004,BILASPUR (HP),HIMACHAL PRADESH
995,35525,174005,BILASPUR (HP),HIMACHAL PRADESH
996,35538,174011,BILASPUR (HP),HIMACHAL PRADESH
997,35588,174012,BILASPUR (HP),HIMACHAL PRADESH
998,35604,174013,BILASPUR (HP),HIMACHAL PRADESH
999,35616,174015,BILASPUR (HP),HIMACHAL PRADESH
1000,35628,174017,BILASPUR (HP),HIMACHAL PRADESH
1001,35681,174021,BILASPUR (HP),HIMACHAL PRADESH
1002,35760,174023,BILASPUR (HP),HIMACHAL PRADESH
1003,35790,174024,BILASPUR (HP),HIMACHAL PRADESH
1004,35813,174026,BILASPUR (HP),HIMACHAL PRADESH
1005,35882,174027,BILASPUR (HP),HIMACHAL PRADESH
1006,35934,174028,BILASPUR (HP),HIMACHAL PRADESH
1007,35972,174029,BILASPUR (HP),HIMACHAL PRADESH
1008,36049,174030,BILASPUR (HP),HIMACHAL PRADESH
1009,36103,174031,BILASPUR (HP),HIMACHAL PRADESH
1010,36137,174032,BILASPUR (HP),HIMACHAL PRADESH
1011,36186,174033,BILASPUR (HP),HIMACHAL PRADESH
1012,36228,174034,BILASPUR (HP),HIMACHAL PRADESH
1013,36277,174035,BILASPUR (HP),HIMACHAL PRADESH
1014,36308,174036,BILASPUR (HP),HIMACHAL PRADESH
1015,36314,174101,SOLAN,HIMACHAL PRADESH
1016,36619,174102,SOLAN,HIMACHAL PRADESH
1017,36844,174103,SOLAN,HIMACHAL PRADESH
1018,36881,174201,BILASPUR (HP),HIMACHAL PRADESH
1019,36920,174301,UNA,HIMACHAL PRADESH
1020,36945,174302,UNA,HIMACHAL PRADESH
1021,36961,174303,UNA,HIMACHAL PRADESH
1022,37048,174304,HAMIRPUR(HP),HIMACHAL PRADESH
1023,37068,174305,HAMIRPUR(HP),HIMACHAL PRADESH
1024,37100,174306,UNA,HIMACHAL PRADESH
1025,37119,174307,UNA,HIMACHAL PRADESH
1026,37222,174308,UNA,HIMACHAL PRADESH
1027,37296,174309,HAMIRPUR(HP),HIMACHAL PRADESH
1028,37313,174310,BILASPUR (HP),HIMACHAL PRADESH
1029,37365,174311,HAMIRPUR(HP),HIMACHAL PRADESH
1030,37404,174312,HAMIRPUR(HP),HIMACHAL PRADESH
1031,37455,174314,UNA,HIMACHAL PRADESH
1032,37489,174315,UNA,HIMACHAL PRADESH
1033,37511,174316,UNA,HIMACHAL PRADESH
1034,37523,174317,UNA,HIMACHAL PRADESH
1035,37526,174319,UNA,HIMACHAL PRADESH
1036,37535,174320,UNA,HIMACHAL PRADESH
1037,37548,174321,UNA,HIMACHAL PRADESH
1038,37638,174405,HAMIRPUR(HP),HIMACHAL PRADESH
1039,37668,174503,UNA,HIMACHAL PRADESH
1040,37680,174505,HAMIRPUR(HP),HIMACHAL PRADESH
1041,37694,174507,UNA,HIMACHAL PRADESH
1042,37711,175001,MANDI,HIMACHAL PRADESH
1043,37847,175002,MANDI,HIMACHAL PRADESH
1044,37866,175003,MANDI,HIMACHAL PRADESH
1045,37911,175004,MANDI,HIMACHAL PRADESH
1046,37938,175005,MANDI,HIMACHAL PRADESH
1047,38006,175006,MANDI,HIMACHAL PRADESH
1048,38026,175007,MANDI,HIMACHAL PRADESH
1049,38039,175008,MANDI,HIMACHAL PRADESH
1050,38075,175009,MANDI,HIMACHAL PRADESH
1051,38158,175010,MANDI,HIMACHAL PRADESH
1052,38290,175011,MANDI,HIMACHAL PRADESH
1053,38585,175012,MANDI,HIMACHAL PRADESH
1054,38712,175013,KANGRA,HIMACHAL PRADESH
1055,38823,175014,MANDI,HIMACHAL PRADESH
1056,38848,175015,MANDI,HIMACHAL PRADESH
1057,39023,175016,MANDI,HIMACHAL PRADESH
1058,39120,175017,MANDI,HIMACHAL PRADESH
1059,39135,175018,MANDI,HIMACHAL PRADESH
1060,39199,175019,MANDI,HIMACHAL PRADESH
1061,39204,175021,MANDI,HIMACHAL PRADESH
1062,39219,175023,MANDI,HIMACHAL PRADESH
1063,39283,175024,MANDI,HIMACHAL PRADESH
1064,39393,175025,MANDI,HIMACHAL PRADESH
1065,39423,175026,MANDI,HIMACHAL PRADESH
1066,39456,175027,MANDI,HIMACHAL PRADESH
1067,39518,175028,MANDI,HIMACHAL PRADESH
1068,39541,175029,MANDI,HIMACHAL PRADESH
1069,39620,175030,MANDI,HIMACHAL PRADESH
1070,39638,175031,MANDI,HIMACHAL PRADESH
1071,39822,175032,MANDI,HIMACHAL PRADESH
1072,39915,175033,MANDI,HIMACHAL PRADESH
1073,39976,175034,MANDI,HIMACHAL PRADESH
1074,40012,175035,MANDI,HIMACHAL PRADESH
1075,40073,175036,MANDI,HIMACHAL PRADESH
1076,40090,175037,MANDI,HIMACHAL PRADESH
1077,40103,175038,MANDI,HIMACHAL PRADESH
1078,40203,175039,MANDI,HIMACHAL PRADESH
1079,40268,175040,MANDI,HIMACHAL PRADESH
1080,40329,175042,MANDI,HIMACHAL PRADESH
1081,40350,175045,MANDI,HIMACHAL PRADESH
1082,40362,175046,MANDI,HIMACHAL PRADESH
1083,40471,175047,MANDI,HIMACHAL PRADESH
1084,40584,175048,MANDI,HIMACHAL PRADESH
1085,40632,175049,MANDI,HIMACHAL PRADESH
1086,40706,175050,MANDI,HIMACHAL PRADESH
1087,40727,175051,MANDI,HIMACHAL PRADESH
1088,40737,175052,MANDI,HIMACHAL PRADESH
1089,40762,175101,MANDI,HIMACHAL PRADESH
1090,40777,175102,KULLU,HIMACHAL PRADESH
1091,40783,175103,KULLU,HIMACHAL PRADESH
1092,40787,175104,KULLU,HIMACHAL PRADESH
1093,40789,175105,KULLU,HIMACHAL PRADESH
1094,40801,175106,MANDI,HIMACHAL PRADESH
1095,40864,175121,MANDI,HIMACHAL PRADESH
1096,40969,175122,KULLU,HIMACHAL PRADESH
1097,40970,175123,KULLU,HIMACHAL PRADESH
1098,41021,175124,MANDI,HIMACHAL PRADESH
1099,41132,175125,MANDI,HIMACHAL PRADESH
1100,41160,175126,KULLU,HIMACHAL PRADESH
1101,41166,175128,KULLU,HIMACHAL PRADESH
1102,41171,175129,KULLU,HIMACHAL PRADESH
1103,41186,175130,KULLU,HIMACHAL PRADESH
1104,41189,175131,KULLU,HIMACHAL PRADESH
1105,41196,175132,LAHUL & SPITI,HIMACHAL PRADESH
1106,41261,175133,LAHUL & SPITI,HIMACHAL PRADESH
1107,41293,175134,KULLU,HIMACHAL PRADESH
1108,41308,175136,KULLU,HIMACHAL PRADESH
1109,41310,175138,KULLU,HIMACHAL PRADESH
1110,41313,175139,LAHUL & SPITI,HIMACHAL PRADESH
1111,41354,175140,LAHUL & SPITI,HIMACHAL PRADESH
1112,41388,175141,KULLU,HIMACHAL PRADESH
1113,41393,175142,LAHUL & SPITI,HIMACHAL PRADESH
1114,41509,175143,KULLU,HIMACHAL PRADESH
1115,41512,176001,KANGRA,HIMACHAL PRADESH
1116,41588,176021,KANGRA,HIMACHAL PRADESH
1117,41623,176022,KANGRA,HIMACHAL PRADESH
1118,41717,176023,KANGRA,HIMACHAL PRADESH
1119,41805,176025,KANGRA,HIMACHAL PRADESH
1120,41893,176026,KANGRA,HIMACHAL PRADESH
1121,41920,176027,KANGRA,HIMACHAL PRADESH
1122,41945,176028,KANGRA,HIMACHAL PRADESH
1123,41982,176029,KANGRA,HIMACHAL PRADESH
1124,42049,176030,KANGRA,HIMACHAL PRADESH
1125,42143,176031,KANGRA,HIMACHAL PRADESH
1126,42268,176032,KANGRA,HIMACHAL PRADESH
1127,42334,176033,KANGRA,HIMACHAL PRADESH
1128,42351,176036,KANGRA,HIMACHAL PRADESH
1129,42411,176037,KANGRA,HIMACHAL PRADESH
1130,42466,176038,KANGRA,HIMACHAL PRADESH
1131,42509,176039,HAMIRPUR(HP),HIMACHAL PRADESH
1132,42537,176040,HAMIRPUR(HP),HIMACHAL PRADESH
1133,42606,176041,HAMIRPUR(HP),HIMACHAL PRADESH
1134,42725,176042,HAMIRPUR(HP),HIMACHAL PRADESH
1135,42744,176043,HAMIRPUR(HP),HIMACHAL PRADESH
1136,42773,176044,HAMIRPUR(HP),HIMACHAL PRADESH
1137,42795,176045,HAMIRPUR(HP),HIMACHAL PRADESH
1138,42856,176047,KANGRA,HIMACHAL PRADESH
1139,42941,176048,HAMIRPUR(HP),HIMACHAL PRADESH
1140,42950,176049,HAMIRPUR(HP),HIMACHAL PRADESH
1141,42984,176051,KANGRA,HIMACHAL PRADESH
1142,43055,176052,KANGRA,HIMACHAL PRADESH
1143,43085,176053,KANGRA,HIMACHAL PRADESH
1144,43145,176054,KANGRA,HIMACHAL PRADESH
1145,43228,176055,KANGRA,HIMACHAL PRADESH
1146,43253,176056,KANGRA,HIMACHAL PRADESH
1147,43319,176057,KANGRA,HIMACHAL PRADESH
1148,43361,176058,KANGRA,HIMACHAL PRADESH
1149,43471,176059,KANGRA,HIMACHAL PRADESH
1150,43533,176060,KANGRA,HIMACHAL PRADESH
1151,43569,176061,KANGRA,HIMACHAL PRADESH
1152,43728,176062,KANGRA,HIMACHAL PRADESH
1153,43729,176063,KANGRA,HIMACHAL PRADESH
1154,43776,176064,KANGRA,HIMACHAL PRADESH
1155,43823,176065,KANGRA,HIMACHAL PRADESH
1156,43837,176066,KANGRA,HIMACHAL PRADESH
1157,43860,176071,KANGRA,HIMACHAL PRADESH
1158,43883,176073,KANGRA,HIMACHAL PRADESH
1159,43906,176075,KANGRA,HIMACHAL PRADESH
1160,43913,176076,KANGRA,HIMACHAL PRADESH
1161,43960,176077,KANGRA,HIMACHAL PRADESH
1162,43978,176081,KANGRA,HIMACHAL PRADESH
1163,44012,176082,KANGRA,HIMACHAL PRADESH
1164,44059,176083,KANGRA,HIMACHAL PRADESH
1165,44122,176084,KANGRA,HIMACHAL PRADESH
